ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err,state
NISB-ME,7540,Financial Services,,"Nidaros Sparebank, a savings bank, provides loans, savings, insurance, pension products, and payment services for private and corporate customers in Norway. The company offers payment and card services, and mobile and online banking services; and car loans, mortgages, and loans to other vehicles; and savings and pensions, as well as investor services. It also provides bank guarantees, construction loans, overdrafts, leasing, and corporate loans; and children, auto, death fall, health, building, home, property, income, critical illness, disability, UNG, liability, agriculture, commercial vehicle, craft, lice, breeding and crew, staff, travel, and injuries insurance. The company was founded in 1858 and is based in KlÃ¦bu, Norway.",Klabu,47 72 83 00 00,Norway,[],http://nidaros-sparebank.no,1,Nordalsvegen 2,Banks—Regional,,110,106,118.48905,0.050090913,0.2824,,106,,25,,110,111.088234,5.51,106,,25,,,,5.51,1583452800,,,,106,2,NOK,5.435619,1,,,,119544680,,,112,1.4116393,106,112,,,1,130,,,,103,106,False,0.050100002,,106,OSL,NIDAROS SPAREBANK,Nidaros Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,NISB-ME.OL,finmb_213538882,no_market,,11.023,,0.25988,,,,,,1127780,,,421.29,,,,1577750400,,22008000,19.501,,,0.25160816,,1640908800,1585612800,,,,933468800,,,,,,,,,,,,,,https://logo.clearbit.com/nidaros-sparebank.no,,,,,8380deb5-13e1-3a0f-8f92-109b5d0c617c,,
NOM,0250,Basic Materials,7,"Nordic Mining ASA, together with its subsidiaries, engages in the exploration, extraction, and production of industrial minerals and metals in Norway and internationally. The company primarily explores for rutile, garnet, quartz, lithium/lithium carbonate, and nickel deposits, as well as seabed massive sulfides and other seabed mineral deposits. Its flagship project is the EngebÃ¸ project located in the Naustdal in Sunnfjord municipality in Vestland county on the west coast of Norway. Nordic Mining ASA was founded in 2006 and is based in Oslo, Norway.",Oslo,47 22 94 77 90,Norway,[],http://www.nordicmining.com,1,Vika Atrium,Other Industrial Metals & Mining,Entrance A 5th Floor Munkedamsveien 45,2.33,2.33,2.0731022,,0,,2.34,,454369,,2.33,2.3894117,,2.33,,454369,,,,,,1.330813,,,2.29,4,NOK,,145788,,,,454231584,,,1076662,,2.29,2.33,,,145788,3.8,,,,1.25,2.3,False,,,2.34,OSL,NORDIC MINING ASA,Nordic Mining ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NOM.OL,finmb_27206332,no_market,,,,0,-5.246,0.11072981,,,,197492000,,,0.918,,,,1577750400,0.06196,-97241000,-0.616,,,2.5054467,0.19563,1640908800,1585612800,,,161222408,391439840,,1481155200,1:6,,,,,,,,,,,https://logo.clearbit.com/nordicmining.com,47 22 94 77 91,,,,f23ff91d-2d02-3d64-be44-2a1aa0e4e9fe,,
NSKOG,0213,,2300,"Norske Skog ASA produces and sells newsprint and magazine paper primarily in Europe and Australasia. It operates through two segments, Publication Paper Europe, and Publication Paper Australasia. The company offers improved newsprint, super calandered, light-weight coated, and book and directory paper products. Its products are used in catalogues, inserts/flyers, supplements, free-sheets, directories, direct mail, and brochures. The company sells its products under brands, including Nornews, Norbright, NorX, Norstar, Norcote, NorSC, Norbook, Vantage, and Tasman Directory. It also exports its products to North America, Africa, the Middle East, and Asia. The company was founded in 1962 and is headquartered in Oslo, Norway. Norske Skog ASA is a subsidiary of NS Norway Holding AS.",Oslo,47 22 51 20 20,Norway,[],http://www.norskeskog.com,1,PB 294 SkOeyen,,,28.4,28.4,33.716667,0.22007042,0.6286,,28.8,,65402,,28.4,31.235714,6.25,28.4,,65402,,,,3.25,1587081600,,,,28.4,2,NOK,5.5189776,18853,,,,2351249920,,,150974,0.22087833,28.4,28.5,,,18853,45.05,,,,25.5,28.45,False,0.1165,,28.8,OSL,NORSKE SKOG ASA,Norske Skog ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NSKOG.OL,finmb_283764576,no_market,,0.251,,0.040110003,2.403,Infinity,,,,82500000,,,60.812,,,,1577750400,0.20117001,427000000,5.164,,,0.4686575,0.66667,1640908800,1593475200,,,27535200,2672000000,,,,,,,,,,,,,,https://logo.clearbit.com/norskeskog.com,,,,,fcefc0b9-bd00-3360-8fdf-d92e1a313c86,,
NORTH,0252,Financial Services,3,"North Energy ASA does not have significant operations. Previously, it was engaged in the exploration, development, and production of oil and gas in the Norwegian continental shelf. The company was founded in 2007 and is headquartered in Oslo, Norway.",Oslo,47 22 01 79 50,Norway,[],http://www.northenergy.no,1,Tjuvholmen alle 3,Asset Management,,1.415,1.405,1.3163139,0.21201415,,,1.63,,131029,,1.415,1.3923529,0.3,1.405,,131029,,,,0.3,1559088000,1.009302,,,1.405,4,NOK,,986368,,,,173532960,,,105909,196.52657,1.405,1.505,,3094400,986368,1.65,-1.5913979,,,0.9,1.48,False,0.229,1019800,1.63,OSL,NORTH ENERGY ASA,North Energy ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NORTH.OL,finmb_53162324,no_market,,-58.762,,0,2.657,,,-0.93,,117252000,,,2.252,,,,1577750400,0,-66068000,-0.593,,,0.6571936,0.54482,1640908800,1585612800,,,47190249,-51886996,,,,,,,,,,,,,,https://logo.clearbit.com/northenergy.no,,,,,3e9514d3-4df0-35ae-a53c-9645c2c7d74c,,
MULTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NANO,0884,Healthcare,43,"Nordic Nanovector ASA, a biopharmaceutical company, develops and commercializes therapeutics for haematological cancers. The company's lead product candidate is Betalutin, an antibody-radionuclide-conjugate, which has completed Phase I/IIa clinical trial for the treatment of patients with non-hodgkin lymphoma, a life-threatening blood cancer. Nordic Nanovector ASA has collaboration agreements with Paul Scherrer Institute; Areva Med; LegoChemBio; and Heidelberg Pharma. The company was formerly known as Nordic Nanovector AS and changed its name to Nordic Nanovector ASA in 2014. Nordic Nanovector ASA was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,47 22 18 33 01,Norway,[],http://www.nordicnanovector.com,1,Kjelsasveien 168 B,Biotechnology,,22.8,23,19.818333,,0,,23.34,,298395,,22.8,21,,23,,298395,,,,,,0.993604,,,22.6,2,NOK,,128290,,,,1529663232,,,518679,,22.6,23.16,,10000,128290,40,-2.9045227,,,9.57,23.08,False,,100000,23.34,OSL,NORDIC NANOVECTOR,Nordic Nanovector ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NANO.OL,finmb_117497706,no_market,,,,0,-2.394,,,-7.96,,66161900,,,4.362,,,,1577750400,0.24163,-435830016,-7.274,,,5.300321,0.14242,1640908800,1585612800,,,51454245,1127836672,,,,,,,,,,,,,,https://logo.clearbit.com/nordicnanovector.com,47 22 58 00 07,,,,,,
NEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOD,7052,Technology,822,"Nordic Semiconductor ASA, a fabless semiconductor company, designs, develops, and sells integrated circuits and related solutions for short and long range wireless communication in Europe, the Americas, and the Asia/Pacific. The company specializes in ultra-low power components, based on its proprietary 2.4 GHz RF, Bluetooth low energy, and LTE-M and NB- Internet of Things (IoT); and develops long power cellular IoT. It also provides Bluetooth 5 solutions; low power cellular devices for the IoT; and Bluetooth 5.1 solutions for direction finding applications. In addition, the company offers Zigbee 3.0 IoT solutions; Thread solution for low-power IEEE 802.15.4 devices; nRF52 and nRF51 series system-on-chips, and nRF5 software development kits; ANT, a proprietary ultra-low power wireless solution for battery operated products; and application specific integrated circuits and related consulting services. Further, it provides software for system development, communication stacks, and application layer software, as well as development tools for desktops, mobiles, and clouds. The company's products are used in various applications, such as audio and music, automotives, beacons, computer peripherals, connected health and homes, education, industrial automation, LED lightings, logistics and transport, retail and payment, sports and fitness, toys and gaming, virtual reality and augmented reality products, mobile phone accessories, and consumer electronics, as well as wearables, including connected watches, jewelry, proximity tags, and smart clothes and apparels. Nordic Semiconductor ASA was founded in 1983 and is headquartered in Trondheim, Norway.",Trondheim,47 72 89 89 00,Norway,[],http://www.nordicsemi.com,1,Otto Nielsens veg 12,Semiconductor Equipment & Materials,,94.5,94.9,61.789417,,0,,96.2,,340408,,94.5,81.5397,,94.9,,340408,,,,,1308268800,1.402325,,,93.95,2,NOK,1133.1326,202095,,,,16713907200,,,481757,51.587406,93.95,94.05,,96500,202095,96.2,1175.6251,,,31.48,93.95,False,,581300,96.2,OSL,NORDIC SEMICONDUCT,Nordic Semiconductor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NOD.OL,finmb_884166,no_market,,51.293,,0.04478,587.307,1.3625,,0.08,,177712992,,,1.371,,,,1577750400,0.55627996,14507000,0.083,,,68.59956,0.13182001,1640908800,1593475200,,,171036252,16618432512,,,,,,0.5,,,,,,,,https://logo.clearbit.com/nordicsemi.com,,,,,61ea7640-f972-397d-be57-4173fa2df326,,
NODL,HM 08,Energy,2,"Northern Drilling Ltd., a drilling contractor, focuses on acquiring and operating offshore drilling rigs for oil and gas industry. It owns two semi-submersible drilling rigs, as well as owns two drillships and an option to acquire a third drillship. The company was incorporated in 2017 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.northerndrillingltd.com,1,Par La Ville Place,Oil & Gas Drilling,14th Par La Ville Road,6.34,6.2,7.234927,,0,,6.43,,32829,,6.34,6.5155883,,6.2,,32829,,,,,,2.652198,,,5.95,2,NOK,,20397,,,,103735184,,,101350,4.4844885,5.95,6.42,,0,20397,36.75,-23.814814,,,2.1,6.28,False,,0,6.43,OSL,NORTHERN DRILLING,Northern Drilling Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,NODL.OL,finmb_423276374,no_market,,3.484,,-0.77883005,,-0.827483,,-0.27,,16133000,,,15.705,,,,1577750400,0.75004,-18016000,-0.182,,,0.40942374,0.39400002,1640908800,1585612800,,,8754259,80603328,,,,,,,,,,,,,,https://logo.clearbit.com/northerndrillingltd.com,,,,,93da0603-ff72-38a9-8236-0d8bf6368755,,
NHY,0240,Basic Materials,35000,"Norsk Hydro ASA operates as an integrated aluminum company worldwide. It operates through six segments: Bauxite & Alumina, Primary Metal, Metal Markets, Rolled Products, Extruded Solutions, and Energy. The Bauxite & Alumina segment engages in bauxite mining activities, production of alumina, and related commercial activities, primarily the sale of alumina. The Primary Metal segment is involved in the primary aluminum production, remelting, and casting activities. This segment principally offers extrusion, sheet, and standard ingots, as well as foundry alloys. The Metal Markets segment sells products from the company's primary metal plants; operates remelters; and trades in physical and financial metals. The Rolled Products segment operates rolling mills and a primary metal plant. This segment principally offers aluminum foils, strips, sheets, and lithographic plates for application in the packaging, automotive, building and general engineering, and transport industries, as well as for offset printing plates. The Extruded Solutions segment offers extrusion profiles, building systems, and precision tubing products for construction, automotive and heating, and ventilation and air conditioning sectors. The Energy segment owns and operates 26 hydroelectric power plants with an installed capacity of approximately 2,000 MW in Norway. Norsk Hydro ASA was founded in 1905 and is headquartered in Oslo, Norway.",Oslo,47 22 53 81 00,Norway,[],http://www.hydro.com,1,Drammensveien 260,Aluminum,Vakero,26.4,26.52,25.766424,0.047348484,0,,27.08,,4615333,,26.4,27.026176,1.25,26.52,,4615333,,,,,1589241600,0.933139,,,26.5,2,NOK,,2757471,,,,55343489024,,,6869487,0.38939187,26.5,27.02,,410000,2757471,36.41,7.2607527,,,19.135,27.01,False,,1100,27.08,OSL,NORSK HYDRO ASA,Norsk Hydro ASA,Europe/Oslo,CEST,True,7200000,EQUITY,NHY.OL,finmb_292387,no_market,,0.491,,-0.03373,6.941,,,3.72,,2048999936,,,36.912,,,,1577750400,0.29948,-4793999872,-2.341,,,0.7320113,0.34263,1640908800,1593475200,,,1339123950,69830598656,,1147219200,5:1,,,,,,,,,,,https://logo.clearbit.com/hydro.com,47 22 53 27 25,,,,393ecc80-795c-3904-9f9c-8b2facbb321b,,
OBSERV,0255,Healthcare,7,"Observe Medical ASA develops and markets medical technology products for patients, healthcare professionals, and hospitals in Europe and the United States. The company offers Sippi, a digital urine measuring system that automatically delivers data to electronic patient journal systems. It also develops Sippcoat, a technology that hampers the formation of biofilms in urine collection and drainage systems. The company was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://observemedical.com,1,Henrik Ibsensgate 90,Medical Devices,,14.9,14.6,12.496469,,0,,14.85,,11022,,14.9,14.816956,,14.6,,11022,,,,,,,,,14.4,2,NOK,,9301,,,,285673920,,,21814,1573.2936,14.4,14.7,,,9301,20.5,,,,5.902,14.55,False,,,14.85,OSL,OBSERVE MEDICAL,Observe Medical ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OBSERV.OL,finmb_638427790,no_market,,1419.206,,0,-17.645,Infinity,,,,19433600,,,0.954,,,,1577750400,0.11623,-13250616,-0.864,,,15.408805,0.77686,1640908800,1585612800,,,5984410,257695168,,,,,,,,,,,,,,https://logo.clearbit.com/observemedical.com,,,,,25009432-ca8b-3b95-8eba-cd40c626353f,,
NRC,1366,Industrials,1986,"NRC Group ASA, together with its subsidiaries, engages in the infrastructure business in Norway, Sweden, and Finland. It provides rail, metro, tram, harbor, and road related infrastructure services, including groundwork, specialized track work, safety, electro, telecom, and signaling systems, as well as project management, construction, maintenance, environment services, concrete works, and fibers. The company was formerly known as Blom ASA and changed its name to NRC Group ASA in May 2015. NRC Group ASA was founded in 2011 and is headquartered in Lysaker, Norway.",Lysaker,47 90 40 70 97,Norway,[],http://www.nrcgroup.com,1,Lysaker Torg 25,Railroads,,34.1,34.1,32.079563,,0,,34.9,,35419,,34.1,32.216175,,34.1,,35419,,,,,1524182400,0.377325,,,34.1,2,NOK,,15182,,,,2501420032,,,70118,0.39598227,34.1,34.3,,,15182,65.5,,,,18.8,34.2,False,,,34.9,OSL,NRC GROUP ASA,NRC Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NRC.OL,finmb_876360,no_market,,0.568,,-0.00602,33.825,-0.44911152,,,,72927696,,,38.059,,,,1577750400,0.34921002,-113000000,-0.682,,,0.9012323,0.20921,1640908800,1585612800,,,46721611,3585463552,,1384992000,1:100,,,,,,,,,,,https://logo.clearbit.com/nrcgroup.com,,,,,df5bdbf5-1f2a-37df-a179-697b4068de08,,
NAS,1330,Industrials,9389,"Norwegian Air Shuttle ASA, together with its subsidiaries, provides scheduled and charter airline services in Norway and internationally. As of December 31, 2019, the company operated a total of 156 aircraft, whereas 65 owned and 101 leased aircrafts in approximately 500 routes to 150 destinations across Europe into North Africa, the Middle East, North America, South America, and South-East Asia. It is also involved in aircraft financing, leasing, and ownership activities; and commercial cargo activities, as well as handles crew services, airline operative support, administrative, ground handling services, and holiday packages through web portal. The company was founded in 1993 and is headquartered in Fornebu, Norway.",Fornebu,47 67 59 30 00,Norway,[],http://www.norwegian.com,1,Oksenoyveien 3,Airlines,,2.109,2.109,12.182306,,0,,2.111,,19995618,,2.109,2.7424412,,2.109,,19995618,,,,,,1.360465,,,2,4,NOK,,19687112,,,,7240481792,,,44194323,0.1663641,2,2.026,,,19687112,48.17,,,,1.5,2.026,False,,,2.111,OSL,NORWEGIAN AIR SHUT,Norwegian Air Shuttle ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NAS.OL,finmb_9002664,no_market,,1.48,,-0.03712,17.375,-0.9490334,,,,3566739968,,,25.074,,,,1577750400,0.28066,-1615399936,-12.63,,,0.080960356,0.10098,1640908800,1577750400,,,1715551912,64410337280,,,,,,,,,,,,,,https://logo.clearbit.com/norwegian.com,,,,,b01488e9-9c31-39e7-bf9d-d0da043e61bb,,
NPRO,0250,Real Estate,51,"Norwegian Property ASA, a real estate investment company, acquires, develops, manages, and sells commercial real estate properties in Norway. Its properties primarily comprise office premises with associated warehousing and car parks, and retail and restaurant spaces. As of December 31, 2019, the company owned 28 office, commercial, and residential properties primarily in Oslo; and a development property at Forus in Stavanger. The company was incorporated in 2005 and is headquartered in Oslo, Norway. Norwegian Property ASA is a subsidiary of Geveran Trading Co Ltd.",Oslo,47 22 83 40 20,Norway,[],http://www.norwegianproperty.no,1,Stoperigata 2,Real Estate Services,,11.3,11.3,12.100949,0.0123893805,0.3443,,11.5,,13449,,11.3,12.020588,0.14,11.3,,13449,,,,0.28,1581379200,0.556976,,,11.3,2,NOK,17.515432,7514,,,,5602655232,,,30186,2.9089592,11.3,11.35,,361700,7514,15.15,24.148937,,,9.24,11.3,False,0.025,27100,11.5,OSL,NORWEGIAN PROPERTY,Norwegian Property ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NPRO.OL,finmb_27351416,no_market,,6.84,,0.16937,21.775,-0.038297832,,0.47,,493625984,,,16.064,,,,1577750400,0.20047002,326200000,0.648,,,0.70654887,0.80237997,1640908800,1593475200,,,86201838,13173968896,,,,,,,,,,,,,,https://logo.clearbit.com/norwegianproperty.no,,,,,1f0144b2-d8be-3c62-bd25-b181ac252aba,,
NRS,7414,Consumer Defensive,175,"Norway Royal Salmon ASA produces, harvests, sells, and markets smolt and salmon products in Norway. The company offers fresh and frozen fish, round fish, fillet, portions, and smoked and marinated products. It also exports its products. Norway Royal Salmon ASA was founded in 1992 and is based in Trondheim, Norway.",Trondheim,47 73 92 43 00,Norway,[],http://www.norwayroyalsalmon.com,1,Ferjemannsveien 10,Farm Products,PO Box 2608 Sentrum,222.6,222.8,224.12642,0.011114106,0.6852,,225,,16873,,222.6,227.20589,2.474,222.8,,16873,,,,2.47,1591315200,0.052906,,,221.4,2,NOK,8.188256,4415,,,,9527973888,,,32515,1.7742921,221.4,222.2,,131900,4415,254,12,,2.14,170.5,221.2,False,0.0111,42600,225,OSL,NORWAY ROYAL SALMO,Norway Royal Salmon AS,Europe/Oslo,CEST,False,7200000,EQUITY,NRS.OL,finmb_22969855,no_market,,1.896,,0.22389999,25.426,0.13571429,,18.5,,42918800,,,76.735,,,,1577750400,0.14016,265951008,27.112,,,2.8930736,0.66208,1640908800,1585612800,,,13882894,10181515264,,1591315200,1:1,,,-0.73,,,,,,,,https://logo.clearbit.com/norwayroyalsalmon.com,47 73 92 43 01,,,,1b90c6b5-4c27-3a46-8643-3d5116213df5,,
