ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,state
BRG,1701,Basic Materials,1103,"Borregaard ASA develops, produces, and sells biomaterials, biochemicals, and fine chemicals in Norway, rest of Europe, the United States, Asia, and internationally. It operates through three segments: BioSolutions, BioMaterials, and Fine Chemicals. The BioSolutions segment provides biopolymers that are used as binding and dispersing agents for a range of applications, such as construction, industrial binders, agrochemicals, and batteries; and biovanillin for flavor and fragrance companies, as well as for the food and beverage industry. This segment also engages in chemicals trading activities. The BioMaterials segment offers specialty cellulose for use as a raw material in the production of cellulose ethers, cellulose acetate, and other specialty products, as well as provides cellulose fibrils for industrial applications. The Fine Chemicals segment provides pharma intermediates and bioethanol. Borregaard ASA was incorporated in 2012 and is headquartered in Sarpsborg, Norway.",Sarpsborg,47 69 11 80 00,Norway,[],http://www.borregaard.com,1,Hjalmar Wessels vei 6,47 69 11 87 70,Specialty Chemicals,125.8,125.8,102.38913,0.018282987,0.6183,,129.4,,59243,,125.8,116.11176,2.3,125.8,59243,,,,2.3,1592265600,0,,,125.8,2,NOK,34.44206,4948,,,,12787766272,,,84612,2.457768,125.8,128.4,,721000,4948,129.4,24,,,75,128.6,False,0.0186,391200,129.4,OSL,BORREGAARD ASA,Borregaard ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,BRG.OL,,,finmb_216329283,81ec10b8-60d0-3b35-8f45-fab5221054a3,no_market,,2.808,,0.0715,14.521,0.44431698,,5.35,,99593200,,,29.38,,,,1577750400,0.56839,372000000,3.728,,,4.37032,0.07204,1640908800,1593475200,,,91484295,14607716352,,,,,,-0.172,,,,,,,,https://logo.clearbit.com/borregaard.com,PO Box 162,
BWLPG,117438,Industrials,2004,"BW LPG Limited, an investment holding company, engages in shipowning and chartering activities worldwide. It operates through three segments: Very Large Gas Carriers (VLGCs), Large Gas Carriers (LGCs), and Product Services. The company is involved in the transportation of liquefied petroleum gas to oil companies, and trading and utility companies; and product trading and delivery activities. As of February 28, 2020, it had a fleet of 47 vessels, including 35 owned VLGCs, 10 chartered VLGCs, and 2 owned and operated VLGCs by a joint venture with a total carrying capacity of approximately 3 million cubic meters. The company was formerly known as BW Gas LPG Holding Limited and changed its name to BW LPG Limited in September 2013. BW LPG Limited was founded in 1935 and is headquartered in Singapore.",Singapore,65 6705 5588,Singapore,[],http://www.bwlpg.com,1,10 Pasir Panjang Road,65 6570 6056,Marine Shipping,40.16,42,36.439346,0.026145417,0.3116,,42.7,,601370,,40.16,35.87353,1.05,42,601370,,,,10.16,1591056000,1.58885,,,40.68,2,NOK,14.979817,715877,,,,5637118976,,,838818,5.9367337,40.68,40.8,,406100,715877,85,194.38095,,,26,40.82,False,0.2561,63000,42.7,OSL,BW LPG LTD,BW LPG Limited,Europe/Oslo,CEST,False,7200000,,EQUITY,BWLPG.OL,,,finmb_246740269,34921ede-a295-3aa3-9342-46bd8108e397,no_market,,7.01,,0.39815,14.609,-0.1200701,,0.21,,138096992,,,8.358,,,,1577750400,0.31128,378060000,2.725,,,4.8839436,0.45400003,1640908800,1585612800,,,70321032,6656683520,,,,,,,,,,,,,,https://logo.clearbit.com/bwlpg.com,"No. 17-02, Mapletree Business City",
CARA,,Healthcare,,"Carasent ASA provides cloud-based medical record services to the private and public health care industry in Nordic region. The company develops Webdoc, a cloud based EMR-system; and develops a digital platform for interactive health care to communicate through video, tele and health meetings, chat, and other online channels. It also provides training and consulting services. The company was formerly known as Apptix ASA and changed its name to Carasent ASA in May 2019. The company was founded in 1997 and is based in Oslo, Norway.",Oslo,,Norway,[],http://carasent.com,1,c/o Advokatsenteret Kristian,,Health Information Services,26.5,26.7,16.846014,,0,,27,,115241,,26.5,21.694118,,26.7,115241,,,,,1525996800,0.440766,,,26.5,2,NOK,,78796,,,,1093049216,,,78796,18.743557,26.5,26.9,,,78796,27,,,,7.5,26.6,False,,,27,OSL,CARASENT ASA,Carasent ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,CARA.OL,,,finmb_4222700,2199f94b-7470-37dd-bc9a-6a11cd4414b8,no_market,,18.621,,-0.06305,98.613,1.9444444,,,,40633800,,,2.342,,,,1577750400,0.05599,-3677000,-0.09,,,11.485909,0.62675,1640908800,1593475200,,,15670096,1085922944,,,,,,,,,,,,,,https://logo.clearbit.com/carasent.com,Augusts gate 14,
ELE,0250,Basic Materials,2,"Element ASAengages  acquisition and development of mineral resources. It holds interests in the nickel-cobalt-mineralized areas on the island of Mindoro in the Philippines. The company's main assets are currently the Mindoro Nickel Project, PALCapital Ventures. The company was formerly known as Intex Resources ASA and changed its name to Element ASA in October 2017. Element ASA was incorporated in 1996 and is headquartered in Oslo, Norway.",Oslo,47 23 08 23 08,Norway,[],http://www.elementasa.com,1,Grundingen 2,,Other Industrial Metals & Mining,4.82,4.75,4.49429,,0,,4.92,,142272,,4.82,5.2089705,,4.75,142272,,,,,,3.890824,,,4.75,4,NOK,,42484,,,,92324552,,,823907,591.82404,4.75,4.885,,0,42484,9.5,,,,1.841,4.815,False,,0,4.92,OSL,ELEMENT ASA,Element ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,ELE.OL,,,finmb_22929109,5b9f7232-3acb-38bf-87b5-a353110c132b,no_market,,655.192,,0,-35.109,1.4343436,,,,18899600,,,0.229,,,,1577750400,0.00629,-5625000,-0.457,,,21.331879,0.28688,1640908800,1585612800,,,11864880,102210000,,1556150400,1:20,,,,,,,,,,,https://logo.clearbit.com/elementasa.com,,
EIOF,5443,Energy,514,"Eidesvik Offshore ASA operates as a shipping company. It operates through Seismic, Subsea/Offshore Wind, Platform Supply, and Other segments. The company delivers shipping services to customers who produce seismic data; subsea inspection, maintenance, repair, and construction services for subsea work in the oil industry; and shipping services the offshore oil industry. It operates 6 large supply and one smaller supply vessels; a fleet of 4 vessels related to seismic; and a fleet of 4 vessels related to subsea/wind. The company is headquartered in BÃ¸mlo, Norway. Eidesvik Offshore ASA is a subsidiary of Eidesvik Invest AS.",BÃ¸mlo,47 53 44 80 00,Norway,[],http://www.eidesvik.no,1,Vestvikveien 1,,Oil & Gas Equipment & Services,3.04,3.04,3.7281885,,0,,3.16,,7065,,3.04,3.2111764,,3.04,7065,,,,,1400198400,0.780487,,,2.96,4,NOK,,32618,,,,186450000,,,17994,0.3038278,2.96,3.18,,182600,32618,6.12,-0.65502185,,,2.9,2.98,False,,1000000,3.16,OSL,EIDESVIK OFFSHORE,Eidesvik Offshore ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,EIOF.OL,,,finmb_22071229,403b7e9b-3d90-380b-845c-3cb25f028549,no_market,,3.526,,-1.10569,12.929,-0.4740485,,-4.58,,62150000,,,10.307,,,,1577750400,0.05849,-678529984,-10.921,,,0.29106432,0.7988,1640908800,1585612800,,,11241070,2163671040,,,,,,,,,,,,,,https://logo.clearbit.com/eidesvik.no,,
ELOP-ME,2316,Technology,,"Elop AS designs and develops smart products and solutions for the inspection, asset management, and structural health monitoring of concrete structures. It offers Cobri, a tool that gathers assessment data on critical infrastructure such as bridges, tunnels, and buildings and provides it to owners of critical concrete infrastructure. The company was founded in 2013 and is based in Hamar, Norway.",Hamar,47 41 64 13 00,Norway,[],http://www.elop.no,1,Nordvikvegen 50,,Scientific & Technical Instruments,5.5,5.5,5.2795925,,0,,5.5,,180536,,5.5,5.2795925,,5.5,180536,,,,,,,,,5.3,2,NOK,,15427,,,,372675648,,,329242,,5.3,5.44,,,15427,6.2,,,,4.82,5.301,False,,,5.5,OSL,ELOP AS,Elop AS,Europe/Oslo,CEST,False,7200000,,EQUITY,ELOP-ME.OL,,,finmb_622946747,913ea427-9a9d-3ec5-be11-5250e513a835,no_market,,,,0,,Infinity,,,,70302896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/elop.no,,
ENTRA,0185,Real Estate,181,"Entra ASA owns, develops, leases, and manages office properties in Norway. As of December 31, 2019, it had a property portfolio of 89 properties totalling approximately 1.3 million square meters. The company was founded in 2000 and is headquartered in Oslo, Norway.",Oslo,47 21 60 51 00,Norway,[],http://www.entra.no,1,Biskop Gunnerus gate 14 A,,Real Estate—Diversified,122.5,121.9,129.91812,0.039183676,0.3717,,122.5,,291887,,122.5,126.57647,4.8,121.9,291887,,,,4.8,1601596800,0.519744,,,120.4,2,NOK,9.4375,82565,,,,22001545216,,,403766,8.651807,120.4,120.9,,168600,82565,168.6,16.685083,,3.68,96.2,120.8,False,0.0398,193700,122.5,OSL,ENTRA ASA,Entra ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,ENTRA.OL,,,finmb_254167079,ee0843e8-c1da-36d9-806d-0c2a562f251b,no_market,,17.583,,0.91663,20.151,-0.08445442,,7.24,,182132000,,,125.59,,,,1577750400,0.5023,2331000064,12.8,,,0.96186006,0.22298999,1640908800,1593475200,,,150093205,44714176512,,,,,,0.004,,,,,,,,https://logo.clearbit.com/entra.no,,
EPIC-ME,059818,Energy,,"Epic Gas Ltd, together with its subsidiaries, owns and operates a fleet of pressurized gas carriers in Southeast Asia, Europe, West Africa, and the United States. As of February 13, 2020, it operated a fleet of 44 vessels that provide seaborne services for the transportation of liquefied petroleum gas and petrochemicals, which serve as a link in the international gas and petrochemical supply chains of various oil and commodity trading houses. The company also offers commercial and technical management services for various ship owners. In addition, it engages in vessel owning and chartering activities. Epic Gas Ltd was incorporated in 2012 and is headquartered in Singapore. Epic Gas Ltd is a subsidiary of BW Group Limited.",Singapore,65 6230 7801,Singapore,[],http://www.epic-gas.com,1,8 Eu Tong Sen Street,,Oil & Gas Midstream,15.7,16.6,14.018116,,0,,16.6,,315,,15.7,14.8294115,,16.6,315,,,,,,0.321138,,,15.7,2,NOK,560.71423,2208,,,,1673619968,,,284,8.994368,15.7,16.2,,,2208,19,,,,13.4,15.3,False,,,16.6,OSL,EPIC GAS LTD,Epic Gas Ltd.,Europe/Oslo,CEST,False,7200000,,EQUITY,EPIC-ME.OL,,,finmb_254340014,28cf99d4-2d58-36ba-b254-7122ab48cd05,no_market,,10.693,,0.01594,41.235,0,,0.03,,106600000,,,2.764,,,,1577750400,0,2965409,0.028,,,5.680174,0.83456004,1640908800,1593475200,,,17242550,1989619968,,,,,,,,,,,,,,https://logo.clearbit.com/epic-gas.com,"No.22-89, The Central",
EMGS,7041,Energy,131,"Electromagnetic Geoservices ASA, together with its subsidiaries, provides electromagnetic (EM) surveying services to the offshore oil and gas exploration industry. It is involved in the planning, acquisition, processing, modelling, interpretation, and integration of EM data. The company uses its patented electromagnetic survey method to find hydrocarbons in offshore reservoirs. Its products and services include imaging and interpretation, consultancy, magnetotelluric survey, training, and controlled-source electromagnetic surveying services. Electromagnetic Geoservices ASA has operations in Europe, the Middle East, Africa, Norway, North and South America, Asia, and the Pacific Ocean. The company was founded in 2002 and is headquartered in Trondheim, Norway.",Trondheim,,Norway,[],http://www.emgs.com,1,Stiklestadveien 1,,Oil & Gas Equipment & Services,0.64,0.666,0.8429203,,0,,0.666,,242401,,0.64,0.7275,,0.666,242401,,,,,,2.655632,,,0.635,4,NOK,13.787234,65460,,,,84868560,,,463211,1.0567883,0.635,0.648,,,65460,2.85,,,,0.5,0.637,False,,,0.666,OSL,ELECTROMAGNETIC GE,Electromagnetic Geoservices ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,EMGS.OL,,,finmb_10654493,e9d5d2f3-c6fe-3ab0-9a60-59aaa6c3f1f5,no_market,,1.483,,0.08489,3.612,-0.71171176,,,,130970000,,,-0.002,,,,1577750400,0.01382,6817000,0.047,,,,0.59531,1640908800,1593475200,,,54838319,119131600,,1467331200,1:40,,,,,,,,,,,https://logo.clearbit.com/emgs.com,,
ENDUR,5160,Industrials,249,"EndÃºr ASA engages in the aquaculture, maritime, and energy businesses in Norway and internationally. The company offers maritime service, and technical ship maintenance and services; and produces integrated concrete feed and work barges for the aquaculture industry. It also engages in the maintenance, modification, installation, fabrication, and reconstruction of oil and gas installations for onshore and offshore. The company was formerly known as Bergen Group ASA and changed its name to EndÃºr ASA in February 2019. EndÃºr ASA was founded in 2007 and is headquartered in Bergen, Norway.",Bergen,47 55 54 24 00,Norway,[],http://www.endur.no,1,DamsgArdsveien 229,,Conglomerates,1.545,1.545,1.0371884,,0,,1.545,,1046285,,1.545,1.4567647,,1.545,1046285,,,,,,,,,1.425,4,NOK,,1848951,,,,407651072,,,3120838,0.7706477,1.425,1.455,,0,1848951,3.2,,,,0.532,1.44,False,,0,1.545,OSL,ENDUR ASA,Endúr ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,ENDUR.OL,,,finmb_22783429,1b331647-9d73-3026-bc04-5aaf29e09aa2,no_market,,0.728,,-0.01554,-61.372,0.3148936,,,,283091008,,,0.546,,,,1577750400,0.17669001,-15706000,-0.039,,,2.6373627,0.70949996,1640908800,1585612800,,,86700342,385050336,,,,,,0.402,,,,,,,,https://logo.clearbit.com/endur.no,LaksevAg,
EQNR,4035,Energy,21412,"Equinor ASA, an energy company, explores for, produces, transports, refines, and markets petroleum and petroleum-derived products, and other forms of energy in Norway and internationally. The company operates through Development & Production Norway; Development & Production Brazil; Development & Production International; Marketing, Midstream & Processing; New Energy Solutions; Technology, Projects & Drilling; Exploration; and Global Strategy & Business Development segments. It also transports, processes, manufactures, markets, and trades in oil and gas commodities, such as crude and condensate products, gas liquids, natural gas, and liquefied natural gas; markets and trades in electricity and emission rights; and operates refineries, processing and power plants, and terminals. In addition, the company develops wind, and carbon capture and storage projects, as well as offers other renewable energy and low-carbon energy solutions. As of December 31, 2019, it had proved oil and gas reserves of 6,004 million barrels of oil equivalent. The company was formerly known as Statoil ASA and changed its name to Equinor ASA in May 2018. Equinor ASA was founded in 1972 and is headquartered in Stavanger, Norway.",Stavanger,47 51 99 00 00,Norway,[],http://www.equinor.com,1,Forusbeen 50,,Oil & Gas Integrated,144.9,144.5,138.93834,0.004899931,,,144.7,,1962486,,144.9,141.875,0.71,144.5,1962486,,,,6.76,1605139200,0.731707,,,142.55,2,NOK,,645839,,,,468485046272,,,3470810,8.969482,142.55,144.2,,,645839,187.2,,,4.95,95.2,144.2,False,0.0467,,144.7,OSL,EQUINOR ASA,Equinor ASA,Europe/Oslo,CEST,True,7200000,,EQUITY,EQNR.OL,,,finmb_989228,ea663d5a-e225-3d07-a01e-bdf1fbe46c66,no_market,,9.435,,-0.04413,34.328,,,2.23,,3247729920,,,10.863,,,,1577750400,0.19812,-2304999936,-0.697,,,13.27902,0.67271006,1640908800,1593475200,,,1015658280,492806406144,,1147219200,5:1,,,,,,,,,,,https://logo.clearbit.com/equinor.com,,
FLNG,HM08,Energy,8,"Flex LNG Ltd., through its subsidiaries, engages in the seaborne transportation of liquefied natural gas (LNG) worldwide. As of December 31, 2019, it owned and operated six LNG carriers. It also provides chartering and management services. Flex LNG Ltd. was founded in 2006 and is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.flexlng.com,1,Par-La-Ville Place,441 295 3494,Oil & Gas Midstream,48.9,48.9,50.707535,0.0040899795,1.8944,,48.9,,139498,,48.9,50.37147,0.2,48.9,139498,,,,1.87,1583798400,0.586409,,,46.92,2,NOK,921.56866,74561,,,,2543198208,,,122161,17.448687,46.92,47.1,,219600,74561,108.2,335.7143,,,38.1,47.02,False,0.0378,100000,48.9,OSL,FLEX LNG LTD (BM),Flex LNG Ltd.,Europe/Oslo,CEST,False,7200000,,EQUITY,FLNG.OL,,,finmb_36151890,1ca06a31-f6ce-3e3e-bbd3-d7b4aeb2a4ed,no_market,,22.792,,0.01914,31.671,-0.4468326,,0.14,,54110600,,,15.015,,,,1577750400,0.19859,2790000,0.051,,,3.130203,0.4586,1640908800,1593475200,,,28832284,3322035456,,1552262400,1:10,,,,,,,,,,,https://logo.clearbit.com/flexlng.com,4th Floor 14 Par-La-Ville Road,
RISH,5058,Industrials,32,"GC Rieber Shipping ASA engages in the design, development, construction, and maritime operation of specialized vessels within the offshore/shipping business in Norway, Great Britain, Africa, and the Netherlands. It operates through Subsea and Ice/Support segments. The Subsea segment owns and operates subsea vessels that are primarily used for construction, inspection, maintenance, and repair of subsea installations. The Ice/Support segment owns and operates a vessel within ice/support that provides services for scientific expeditions and logistics operations, as well as for the oil and gas sector. The company operates 11 vessels and has direct and indirect ownership of 23 advanced special purpose vessels. It also provides marine ship management and project development services. The company was founded in 1879 and is headquartered in Bergen, Norway. GC Rieber Shipping ASA is a subsidiary of GC Rieber AS.",Bergen,47 55 60 68 00,Norway,[],http://www.gcrieber-shipping.com,1,Solheimsgaten 15,,Marine Shipping,5.75,6.05,6.2473187,0.08695652,0,,6.45,,3778,,5.75,6.170588,0.5,6.05,3778,,,,,1428624000,0.991289,,,5.75,2,NOK,,8086,,,,520496608,,,5876,2.5095785,5.75,6.05,,110000,8086,11.5,,,,4.5,5.75,False,,100000,6.45,OSL,GC RIEBER SHIPPING,GC Rieber Shipping ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,RISH.OL,,,finmb_884214,d244f1ee-d9a9-3bcd-9219-15ca3c793750,no_market,,7.212,,-1.91897,20.372,-0.30722892,,,,86032496,,,17.506,,,,1577750400,0.01897,-398001984,-4.626,,,0.3455958,0.92489,1640908800,1593475200,,,8121469,1495862912,,1176422400,10:1,,,,,,,,,,,https://logo.clearbit.com/gcrieber-shipping.com,,
FRO,HM 08,Energy,157,"Frontline Ltd., a shipping company, engages in the seaborne transportation of crude oil and oil products worldwide. It owns and operates oil and product tankers. As of December 31, 2019, the company operated a fleet of 71 vessels. It is also involved in the charter, purchase, and sale of vessels. Frontline Ltd. is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.frontline.bm,1,Par-la-Ville Place,441 295 3494,Oil & Gas Midstream,74,76,79.389206,0.016216217,0.3623,,76,,342332,,74,72.63088,1.2,76,342332,,,,27.07,1591142400,0.323462,,,73.2,2,NOK,52.07163,202601,,,,14735755264,,,769893,13.038461,73.2,74.3,,173100,202601,123,172.44186,,,55,74.2,False,0.36580002,75700,76,OSL,FRONTLINE LTD,Frontline Ltd.,Europe/Oslo,CEST,False,7200000,,EQUITY,FRO.OL,,,finmb_144797851,896aba80-3a5f-3a67-a99d-0675877c66ee,no_market,,14.738,,0.23472,33.503,,,0.43,,197692000,,,8.114,,,,1577750400,0.29650998,265272000,1.424,,,9.144688,0.50473,1640908800,1585612800,,,98284714,16656206848,,1454544000,1:5,,,3.13,,,,,,,,https://logo.clearbit.com/frontline.bm,14 Par-la-Ville Road PO Box HM 1593,
