ticker,zip,sector,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err
OLT,0105,Real Estate,"Olav Thon Eiendomsselskap ASA engages in the property rental business in Norway and Sweden. The company is also involved in the property development and management business. As of December 31, 2019, it had 77 shopping centers comprising 16 managed for external owners. The company was founded in 1982 and is based in Oslo, Norway.",Oslo,47 23 08 00 00,Norway,[],http://www.olt.no,1,Stenersgata 2,,Real Estate—Development,160.5,159,141.58759,0.027414331,,,160.5,,9416,,160.5,148.55882,4.4,159,,9416,,,,,1590105600,1.010452,,,159,2,NOK,,2735,,,,16579680256,,,10652,4.3942966,159,160.5,,35400,2735,189.6,11.878247,,1.67,85.9,159.5,False,,7900,160.5,OSL,OLAV THON EIENDOMS,Olav Thon Eiendomsselskap ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OLT.OL,finmb_4469432,no_market,,10.761,,-0.15001,16.925,0.11768794,,13.47,,103623000,,,245.515,,,,1577750400,0.12808,-566000000,-5.591,,,0.6516913,0.78239995,1640908800,1593475200,,,26845655,40602517504,,1402444800,10:1,,,-0.156,,,,,,,,https://logo.clearbit.com/olt.no,,Sentrum PO Box 489,,,,da99422c-f097-30ea-83ca-8d1ecdffe75c,
ORK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPRO,0250,Real Estate,"Norwegian Property ASA, a real estate investment company, acquires, develops, manages, and sells commercial real estate properties in Norway. Its properties primarily comprise office premises with associated warehousing and car parks, and retail and restaurant spaces. As of December 31, 2019, the company owned 28 office, commercial, and residential properties primarily in Oslo; and a development property at Forus in Stavanger. The company was incorporated in 2005 and is headquartered in Oslo, Norway. Norwegian Property ASA is a subsidiary of Geveran Trading Co Ltd.",Oslo,47 22 83 40 20,Norway,[],http://www.norwegianproperty.no,1,StÃ¸perigata 2,,Real Estate Services,11.45,11.3,11.911532,0.012227074,0.3443,,11.65,,27459,,11.45,11.752941,0.14,11.3,,27459,,,,0.28,1581379200,0.545876,,,11.3,2,NOK,17.901236,807,,,,5726061568,,,30942,2.973033,11.3,11.6,,361700,807,15.15,24.680853,,,9.24,11.45,False,0.024500001,27100,11.65,OSL,NORWEGIAN PROPERTY,Norwegian Property ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NPRO.OL,finmb_27351416,no_market,,6.879,,0.16937,21.898,-0.02136755,,0.47,,493625984,,,16.064,,,,1577750400,0.20047002,326200000,0.648,,,0.72211164,0.80237997,1640908800,1593475200,,,84182909,13248013312,,,,,,,,,,,,,,https://logo.clearbit.com/norwegianproperty.no,51,,,,,1f0144b2-d8be-3c62-bd25-b181ac252aba,
OTELLO,0401,Communication Services,"Otello Corporation ASA develops, produces, and sells software and associated services in the areas of mobile advertising, apps, and games. The company operates through AdColony (Mobile Advertising) and Bemobi (Apps & Games) segments. The AdColony (Mobile Advertising) segment provides end-to-end mobile advertising platforms for brands, agencies, publishers, and application developers to deliver advertising to consumers on mobile devices. It delivers interactive and engaging advertising experiences across various mobile formats. The Bemobi (Apps & Games) segment offers Apps Club, a subscription-based discovery service for mobile apps in Latin America and internationally. The Apps Club offers a subscription service for Android apps. Its proprietary app-wrapping technology allows smartphone users access to use mobile apps on fee. The company also licenses Rocket Optimizer technology. It primarily operates in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company was formerly known as Opera Software ASA and changed its name to Otello Corporation ASA in January 2018. Otello Corporation ASA was founded in 1995 and is based in Oslo, Norway.",Oslo,47 91 90 91 45,Norway,[],http://www.otellocorp.com,1,Gjerdrums vei 19,,Advertising Agencies,14.8,14.9,13.197227,,0,,15.5,,374273,,14.8,12.679412,,14.9,,374273,,,,,1481846400,0.58943,,,14.9,2,NOK,,195677,,,,2097851008,,,158867,8.562657,14.9,15.4,,0,195677,18.1,-305,,,8.02,15.15,False,,0,15.5,OSL,OTELLO CORP ASA,Otello Corporation ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OTELLO.OL,finmb_532001,no_market,,8.311,,-0.022449998,-848.437,,,-0.05,,137564000,,,2.215,,,,1577750400,0.29569,-5500000,-0.041,,,6.8848763,0.13856,1640908800,1585612800,,,74244697,2036248064,,,,,,,,,,,,,,https://logo.clearbit.com/otellocorp.com,624,PO Box 4214 Nydalen,,,,8bf320db-cd5f-39ca-84c1-4cb951f5a19a,
ODF,5892,Industrials,"Odfjell SE engages in the transportation and storage of bulk liquid chemicals, acids, edible oils, and other special products. The company operates through three segments: Chemical Tankers, Tank Terminals, and Gas Carriers. It owns and operates chemical tankers that offers global and regional transportation; tank terminals, which provides storage of various chemical and petroleum products; and LPG/ethylene carriers. As of December 31, 2019, it operated a chemical tanker fleet of 75 vessels, including 33 owned, 5 bareboat chartered, 16 time chartered vessels, 13 leased, and 8 pool vessels, as well as 2 LPG/ethylene carriers. The company's terminal network comprises of 543 tanks with 1.41 million cubic meters of storage capacity. It operates in Europe, North America, South America, the Middle East, Asia, Australia, Africa, and internationally. Odfjell SE was founded in 1914 and is headquartered in Bergen, Norway.",Bergen,47 55 27 00 00,Norway,[],http://www.odfjell.com,1,Conrad Mohrs veg 29,,Marine Shipping,20.8,21.1,22.045256,0.008798077,0,,21.3,,18343,,20.8,21.111765,0.183,21.1,,18343,,,,,1525824000,0.462253,,,20.6,2,NOK,,12080,,,,1666239488,,,12919,1.8631794,20.6,21.2,,24000,12080,32,-106,,,17.1,20.8,False,,49000,21.3,OSL,ODFJELL SE,Odfjell SE,Europe/Oslo,CEST,False,7200000,EQUITY,ODF.OL,finmb_876111,no_market,,3.292,,-0.02856,19.625,-0.15102047,,-0.2,,60020300,,,6.516,,,,1577750400,0.077800006,-25544000,-0.325,,,3.25353,0.58329,1640908800,1585612800,,,28257135,2944462080,,1115337600,2:1,,,,,,,,,,,https://logo.clearbit.com/odfjell.com,2383,PO Box 6101 Postterminalen,,,,f54342aa-4fe6-3305-a76c-1f4294859ae0,
NOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCY,1366,Industrials,"Ocean Yield ASA, a ship owning company, invests in vessels on long-term charters in Norway. It operates through FPSO, Other Oil Service, Car Carriers, Container Vessels, Tankers, and Other Shipping segments. The company has a portfolio of 69 vessels in 8 various shipping segments chartered to counterparties that operate within shipping and oil-service. Ocean Yield ASA was founded in 2012 and is headquartered in Lysaker, Norway.",Lysaker,47 24 13 00 00,Norway,[],http://www.oceanyield.no,1,OksenOeyveien 10,,Marine Shipping,23,23,26.985767,0.020956522,,,23.3,,323371,,23,22.705883,0.482,23,,323371,,,,4.5,1594598400,1.147502,,,22.6,2,NOK,,134752,,,,3975995904,,,455551,13.644461,22.6,22.8,,,134752,56.7,,,11.03,19.8,22.7,False,0.195,,23.3,OSL,OCEAN YIELD ASA,Ocean Yield ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OCY.OL,finmb_212437935,no_market,,19.82,,-0.13520999,23.525,-0.5481336,,,,175154000,,,4.644,,,,1577750400,0.13294,-57400000,-0.279,,,4.8880277,0.63466,1640908800,1593475200,,,63943066,5775459328,,,,,,2.135,,,,,,,,https://logo.clearbit.com/oceanyield.no,17,,,,,1b0c54d8-27d9-3009-a939-c558d4c1845e,
PARB,0250,Financial Services,"Pareto Bank ASA provides various banking products and services in Norway. The company offers financing for housing and business projects; companies with a specific need for capital; conventional and industrial shipping; and the lending of financial instruments to private customers and companies. It also accepts deposits. The company was founded in 2007 and is based in Oslo, Norway.",Oslo,47 24 02 81 20,Norway,[],http://www.paretobank.no,1,Dronning Mauds gate 3,47 24 02 81 10,Banks—Regional,38.9,39.8,34.367153,0.07197943,0,,39.8,,52101,,38.9,36.39706,2.8,39.8,,52101,,,,,1585267200,1.060394,,,38.7,2,NOK,6.8106017,23961,,,,2710245632,,,56653,3.9914253,38.7,38.9,,16800,23961,47.5,6.783217,,,19.8,38.8,False,,100000,39.8,OSL,PARETO BANK ASA,Pareto Bank ASA,Europe/Oslo,CEST,False,7200000,EQUITY,PARB.OL,finmb_62731707,no_market,,9.703,,0.60414004,,0.11142862,,5.72,,69851696,,,49.398,,,,1577750400,0.093310006,410220000,5.697,,,0.7854569,0.57567,1640908800,1593475200,,,44729555,6588743168,,,,,,0.476,,,,,,,,https://logo.clearbit.com/paretobank.no,50,,,,,db5bcc4a-9e7b-3e60-bb86-e927eb7ebdc9,
PEN,0201,Energy,"Panoro Energy ASA engages in the exploration, development, and production of oil and gas in North and West Africa. The company holds assets in the Dussafu License located in the offshore southern Gabon; and Sfax Offshore Exploration Permit and Ras El Besh Concession located in offshore Tunisia, as well as operates assets on and offshore Tunisia. As of December 31, 2019, its 1P reserves included 6.7 million barrels of oil equivalents (MMBOE); 2P reserves comprised 9.6 MMBOE; and 3P reserves consisted of 12.0 MMBOE. The company was founded in 2009 and is based in Oslo, Norway.",Oslo,44 203 405 10 60,Norway,[],http://www.panoroenergy.com,1,RuselOekkveien 14,,Oil & Gas E&P,10.6,10.22,10.573795,,0,,10.38,,217413,,10.6,10.827647,,10.22,,217413,,,,,,2.412891,,,10.14,2,NOK,38.58209,95630,,,,711391040,,,512313,22.552341,10.14,10.24,,229700,95630,26,-206.8,,,4.9,10.16,False,,100000,10.38,OSL,PANORO ENERGY ASA,Panoro Energy ASA,Europe/Oslo,CEST,False,7200000,EQUITY,PEN.OL,finmb_106684027,no_market,,23.396,,0.56109,20.551,-0.3062827,,-0.05,,68799904,,,1.147,,,,1577750400,0.23356001,14803000,0.268,,,9.014822,0.15358,1640908800,1585612800,,,48724059,738000512,,1464566400,1:10,,,,,,,,,,,https://logo.clearbit.com/panoroenergy.com,23,PO box 1444 Solli,,,,ed3e1adc-bdc3-3088-8c04-3289e6928c39,
PCIB,0379,Healthcare,"PCI Biotech Holding ASA, a biopharmaceutical company, focuses on the development and commercialization of novel therapies for the treatment of cancer through its photochemical internalization (PCI) technology platform. The company's lead product candidate is Amphinex, a photosensitiser fimaporfin. Its PCI technology is applied to three distinct anticancer paradigms, including fimaCHEM, a chemotherapeutics for treatment of cancer, which in Phase Ib clinical study in bile duct cancer; fimaVACC, a T-cell induction technology for therapeutic vaccination; and fimaNAc, a nucleic acid therapeutics delivery technology. The company has collaborative research programs with AstraZeneca, Bavarian Nordic, BioNTech, eTheRNA immunotherapies, IMV, and Phio Pharmaceuticals. PCI Biotech Holding ASA is headquartered in Oslo, Norway.",Oslo,47 67 11 54 00,Norway,[],http://www.pcibiotech.com,1,UllernchaussEen 64,,Biotechnology,55.5,56,54.993065,,0,,56,,151222,,55.5,56.361767,,56,,151222,,,,,,0.190476,,,52.2,2,NOK,,135009,,,,1993725696,,,319246,224.36707,52.2,53.4,,12500,135009,87.4,-18.321917,,,23.4,53.4,False,,20000,56,OSL,PCI BIOTECH HLDG,PCI Biotech Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,PCIB.OL,finmb_45308758,no_market,,195.441,,0,-20.107,1.2515213,,-2.92,,37265900,,,6.989,,,,1577750400,0.08788,-61495000,-1.651,,,7.6548862,0.34884,1640908800,1585612800,,,26576915,1736693120,,,,,,,,,,,,,,https://logo.clearbit.com/pcibiotech.com,8,,,,,440102ca-a7ac-3205-912a-ff496b68011e,
PSE,3036,Energy,"Petrolia SE, together with its subsidiaries, operates as a rental equipment company for the oil industry in Norway, rest of Europe, Asia, Australia, and internationally. It operates through two segments, Exploration & Production, and Oil Service. The company engages in the sale and rental of drilling equipment; and rental of land rigs. It rents drilling equipment, such as drill pipes, and test strings and tubings, as well as casing, handling, and auxiliary tools and other equipment. The company also provides inspection and maintenance services; and various services for equipment. It serves oil companies, drilling contractors, and oil service companies. The company was formerly known as Petrolia E&P Holdings SE and changed its name to Petrolia SE in January 2013. Petrolia SE was founded in 1997 and is based in Limassol, Cyprus.",Limassol,357 2 5725777,Cyprus,[],http://www.petrolia.no,1,Office 401,357 2 5356500,Oil & Gas Equipment & Services,8.75,8.8,3.8078103,,0,,8.9,,179316,,8.75,7.7014704,,8.8,,179316,,,,,,0.73461,,,8.35,2,NOK,,56446,,,,499680608,,,180608,7.5548925,8.35,8.6,,0,56446,12.6,,,,1.51,8.45,False,,0,8.9,OSL,PETROLIA SE,Petrolia SE,Europe/Oslo,CEST,False,7200000,EQUITY,PSE.OL,finmb_884403,no_market,,7.945,,-0.0130900005,40.479,1.8409092,,,,59133800,,,0.665,,,,1577750400,0,-866000,-0.015,,,12.706766,0.9263,1640908800,1577750400,,,3429168,525499616,,1351036800,1:11,,,,,,,,,,,https://logo.clearbit.com/petrolia.no,297,4th Floor 205 Christodoulou Chatzipavlou Street Loulloupis Court,,,,6a1a430d-75a1-3cde-981d-96b5ae17f931,
PNOR,W1S 4FF,Energy,"PetroNor E&P Limited operates as an oil and gas exploration and production company in West Africa. It holds 6 licenses in the Republic of Congo, Senegal, Nigeria, and The Gambia, as well as has proved and probable reserves of 11.19 million barrels of oil. The company was founded 2017 and is headquartered in London, the United Kingdom.",London,44 20 3655 7810,United Kingdom,[],http://www.petronorep.com,1,48 Dover Street,,Oil & Gas E&P,0.935,0.922,0.8383708,,0,,0.946,,206195,,0.935,0.96332353,,0.922,,206195,,,,,,,,,0.92,4,NOK,,76120,,,,907535168,,,268585,8.384781,0.92,0.934,,,76120,1.314,,,,0.45,0.92,False,,,0.946,OSL,PETRONOR E&P LTD,PetroNor E&P Limited,Europe/Oslo,CEST,False,7200000,EQUITY,PNOR.OL,finmb_606891472,no_market,,8.454,,-0.123909995,31.241,-0.065,,,,971665024,,,0.005,,,,1577750400,0.0077600004,-13412000,-0.011,,,186.8,0.00879,1640908800,1585612800,,,121982860,915011392,,,,,,-0.241,,,,,,,,https://logo.clearbit.com/petronorep.com,15,,,,,948511a1-bf9e-31a6-b576-fda3fb9f0023,
PEXIP,0283,Technology,"Pexip Holding ASA, a technology company that delivers a video-first meeting platform. Its platform simplifies video communication across borders, businesses, and platforms, enabling everyone to be seen, heard, and included. The company offers self-hosted and as-a-service deployment options for enterprise video conferencing built on the Pexip Infinity technology; and provides interoperability, including Microsoft Teams, Skype for Business, Google Hangouts Gateway interop, video system device registration, and a world-class meeting and calling service. The company has operations in the Asia Pacific, Europe, the Middle East, Africa, and the Americas. Pexip Holding ASA was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.pexip.com,1,Lilleakerveien 2a,,Software—Application,89,89,88.25453,,0,,89,,388551,,89,85.50441,,89,,388551,,,,,,,,,87.81,2,NOK,162.92818,233906,,,,8936442880,,,397450,20.775614,87.81,88.15,,,233906,110,,,,78.8,88.11,False,,,89,OSL,PEXIP HOLDING ASA,Pexip Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,PEXIP.OL,finmb_595955356,no_market,,16.546,,0.10345,117.13,Infinity,,,,101011000,,,10.802,,,,1577750400,,44497000,0.543,,,8.19015,,1640908800,1585612800,,,40089179,7116911104,,,,,,5.915,,,,,,,,https://logo.clearbit.com/pexip.com,182,,,,,4fd14c49-3507-3a69-9fc2-7007e571b044,
PPG PREF,0158,Real Estate,"Pioneer Property Group ASA invests in and rents properties. Its portfolio comprises 13 preschool properties in Sweden, the Netherlands, and Poland. The company was incorporated in 2015 and is based in Oslo, Norway.",Oslo,47 97 76 92 00,Norway,[],http://www.pioneerproperty.no,1,Radhusgata 23,,Real Estate Services,102,102,99.87956,,,,102,,1525,,102,100.617645,,102,,1525,,,,7.5,1601424000,,,,102,2,NOK,1.2614083,56,,,,1254416384,,,6341,-1096.5178,102,102,,38500,56,104,,,,94,101,False,0.0743,18200,102,OSL,Pioneer Property Group,Pioneer Property Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,PPG-PREF.OL,finmb_297114713,no_market,,745.837,,0,,0,,,,12298200,,,245.075,,,,1577750400,0.18000999,-52484000,80.862,,,0.41619912,0.27567,1640908800,1577750400,,,,-853237056,,,,,,6.717,,,,,,,,https://logo.clearbit.com/pioneerproperty.no,2,,,,,2bd77545-ed44-3e93-afad-fcfcd8eb97a3,
PLCS,,Energy,"Polarcus Limited, a geophysical service company, provides marine seismic data acquisition and processing services to oil and gas companies. The company operates a fleet of seismic vessels with 3D and 4D imaging capabilities; and offers a library of 3D multi-client projects. Its geophysical solutions include RightFLOW that integrates and accelerates seismic data acquisition and processing workflow; Cirrus, a suite of cloud-based applications and services designed to bring clients closer to acquired seismic data; XArray, an acquisition configuration to deliver un-interpolated data; and XArrayOBN, a hybrid technique combining towed streamer acquisition and ocean bottom node operations; and XArray 4D, which retains the 4D repeat sub-set of the baseline for analysis. The company operates in the Asia Pacific, Russia, Australia, Europe, Africa, the Middle East, the United Arab Emirates, Mauritania, Mexico, and North and South America. Polarcus Limited was incorporated in 2007 and is headquartered in Dubai, the United Arab Emirates.",Dubai,971 4 43 60 800,United Arab Emirates,[],http://www.polarcus.com,1,Reef Tower,,Oil & Gas Equipment & Services,0.378,0.368,0.48299634,,0,,0.418,,437152,,0.378,0.37664706,,0.368,,437152,,,,,,2.503484,,,0.368,4,NOK,,391096,,,,195239056,,,1644741,0.87124896,0.368,0.38,,2300000,391096,1.428,-38,,,0.237,0.375,False,,6336300,0.418,OSL,POLARCUS LIMITED,Polarcus Limited,Europe/Oslo,CEST,False,7200000,EQUITY,PLCS.OL,finmb_46565274,no_market,,2.35,,-0.13535,17.374,-0.67130435,,-0.01,,513787008,,,0.084,,,,1577750400,0.06482,-30330000,-0.06,,,4.5238094,0.18273,1640908800,1593475200,,,469058550,526721152,,1495152000,1:10,,,,,,,,,,,https://logo.clearbit.com/polarcus.com,324,"Level 20 Jumeirah Lakes Towers, Cluster O PO Box 283373",,,,4eac5ff4-29c1-304e-93a0-edf2282070fb,
POL,7014,Communication Services,"Polaris Media ASA operates as an Internet and digital media company in Norway. It also focuses on providing printing services. The company is based in Trondheim, Norway.",Trondheim,47 95 26 39 28,Norway,[],http://www.polarismedia.no,1,Ferjemannsveien 10,47 72 50 10 09,Publishing,34.2,34.6,35.256935,0.053801168,0.524,,34.6,,1292,,34.2,35.882355,1.84,34.6,,1292,,,,,1557187200,0.586527,,,34.2,2,NOK,10.881324,819,,,,1669756928,,,1797,0.6054082,34.2,35.8,,40200,819,48,,,,24,34.2,False,,50200,34.6,OSL,POLARIS MEDIA ASA,Polaris Media ASA,Europe/Oslo,CEST,False,7200000,EQUITY,POL.OL,finmb_4481045,no_market,,0.676,,0.06044,8.946,0.20422542,,,,48823300,,,44.612,,,,1577750400,0.13904999,166695008,3.143,,,0.7666099,0.81512,1640908800,1585612800,,,10253374,1865655680,,,,,,,,,,,,,,https://logo.clearbit.com/polarismedia.no,,,,,,1cef6aeb-eb07-315a-a7ad-eaf321e9c395,
QFUEL-ME,0283,Industrials,"Quantafuel AS, a technology-based energy company, which converts plastic waste to environment friendly fuels and chemicals in Norway. The company was founded in 2014 and headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.quantafuel.com,1,Lilleakerveien 2C,,Waste Management,31.25,32,118.53988,,0,,34.4,,604028,,31.25,24.260735,,32,,604028,,,,,,1.234349,,,32,2,NOK,,758946,,,,4146912000,,,188706,8343.888,32,33.2,,,758946,275,,,,20.05,32.9,False,,,34.4,OSL,QUANTAFUEL ASA,Quantafuel ASA,Europe/Oslo,CEST,False,7200000,EQUITY,QFUEL-ME.OL,finmb_418823774,no_market,,7382.955,,0,-176.622,Infinity,,,,125664000,,,1.609,,,,1577750400,0.15267,-131388000,-1.175,,,20.509634,0,1640908800,1585612800,,,78121552,3669328384,,1594080000,10:1,,,,,,,,,,,https://logo.clearbit.com/quantafuel.com,25,,,,,72697af9-d52b-391e-b44d-8c49e18179e0,
